subject_id,property_id,object_id,reference_uri,reference_supporting_text,reference_date,property_label,property_description,property_uri
ZFIN:ZDB-GENE-111017-2,RO:0002200,ZP:0006769,https://www.ncbi.nlm.nih.gov/pubmed/21901110,This edge comes from the Monarch Knowledge Graph 2019.,NA,has phenotype,NA,http://purl.obolibrary.org/obo/RO_0002200
ENSEMBL:ENSBTAG00000047491,RO:HOM0000020,RGD:70983,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
ENSEMBL:ENSOANG00000002355,RO:HOM0000020,ENSEMBL:ENSECAG00000003760,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
MGI:5529018,RO:0003301,MONDO:0010679,https://www.ncbi.nlm.nih.gov/pubmed/23831727,This edge comes from the Monarch Knowledge Graph 2019.,NA,has role in modeling,NA,http://purl.obolibrary.org/obo/RO_0003301
ClinVarVariant:409886,GENO:0000418,HGNC:2928,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,has_affected_feature,NA,http://purl.obolibrary.org/obo/GENO_0000418
ENSEMBL:ENSSSCG00000028109,RO:HOM0000020,ENSEMBL:ENSACAG00000003209,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
MGI:3621491,RO:0002200,HP:0003198,https://www.ncbi.nlm.nih.gov/pubmed/6583703,This edge comes from the Monarch Knowledge Graph 2019.,NA,has phenotype,NA,http://purl.obolibrary.org/obo/RO_0002200
MGI:2442474,RO:HOM0000020,ENSEMBL:ENSCAFG00000002402,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
ClinVarVariant:447260,GENO:0000418,HGNC:2928,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,has_affected_feature,NA,http://purl.obolibrary.org/obo/GENO_0000418
ENSEMBL:ENSECAG00000018955,RO:HOM0000020,ENSEMBL:ENSCAFG00000017618,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
HGNC:11427,RO:0002200,HP:0000789,http://purl.obolibrary.org/obo/MONDO_0014339,This edge comes from the Monarch Knowledge Graph 2019.,NA,has phenotype,NA,http://purl.obolibrary.org/obo/RO_0002200
WormBase:WBGene00000070,RO:HOM0000017,ENSEMBL:ENSFCAG00000011140,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000017
FlyBase:FBgn0012051,RO:HOM0000017,ENSEMBL:ENSACAG00000003199,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000017
ENSEMBL:ENSSSCG00000033093,RO:HOM0000020,ENSEMBL:ENSGALG00000009368,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
MGI:2451073,RO:HOM0000020,ENSEMBL:ENSCAFG00000018177,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
MGI:107956,RO:0002200,MP:0013241,https://www.ncbi.nlm.nih.gov/pubmed/11211878,This edge comes from the Monarch Knowledge Graph 2019.,NA,has phenotype,NA,http://purl.obolibrary.org/obo/RO_0002200
Xenbase:XB-GENE-5889689,RO:HOM0000017,ZFIN:ZDB-GENE-050419-245,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000017
MGI:1857930,NA,MGI:5529018,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,NA,NA,NA
ENSEMBL:ENSOANG00000037104,RO:HOM0000020,ENSEMBL:ENSECAG00000017294,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
Xenbase:XB-GENE-949399,RO:HOM0000020,ENSEMBL:ENSCAFG00000018177,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
ENSEMBL:ENSACAG00000001174,RO:HOM0000020,Xenbase:XB-GENE-5770986,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
ENSEMBL:ENSBTAG00000010230,RO:HOM0000017,ZFIN:ZDB-GENE-040426-2814,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000017
HGNC:6717,RO:0002200,HP:0000316,http://purl.obolibrary.org/obo/MONDO_0013170,This edge comes from the Monarch Knowledge Graph 2019.,NA,has phenotype,NA,http://purl.obolibrary.org/obo/RO_0002200
ClinVarVariant:417504,GENO:0000418,HGNC:2928,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,has_affected_feature,NA,http://purl.obolibrary.org/obo/GENO_0000418
MGI:1917979,RO:HOM0000017,ZFIN:ZDB-GENE-100824-1,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000017
HGNC:239,RO:0003304,MONDO:0010679,https://www.ncbi.nlm.nih.gov/pubmed/30014611,This edge comes from the Monarch Knowledge Graph 2019.,NA,contributes to condition,NA,http://purl.obolibrary.org/obo/RO_0003304
MGI:99923,RO:0002200,HP:0000009,"https://www.ncbi.nlm.nih.gov/pubmed/15184377,19220851",This edge comes from the Monarch Knowledge Graph 2019.,NA,has phenotype,NA,http://purl.obolibrary.org/obo/RO_0002200
MGI:6507848,NA,MGI:94909,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,NA,NA,NA
ENSEMBL:ENSSSCG00000037779,RO:HOM0000020,ENSEMBL:ENSACAG00000011238,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
ENSEMBL:ENSFCAG00000005056,RO:HOM0000020,ENSEMBL:ENSSSCG00000020986,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
ENSEMBL:ENSSSCG00000034495,RO:HOM0000020,ENSEMBL:ENSGALG00000015248,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
ZFIN:ZDB-GENE-010426-1,RO:0002200,ZP:0001269,https://www.ncbi.nlm.nih.gov/pubmed/26018658,This edge comes from the Monarch Knowledge Graph 2019.,NA,has phenotype,NA,http://purl.obolibrary.org/obo/RO_0002200
ENSEMBL:ENSGALG00000034562,RO:HOM0000020,ENSEMBL:ENSPTRG00000013108,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
MGI:1929897,RO:HOM0000017,WormBase:WBGene00000403,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000017
ENSEMBL:ENSGALG00000009368,RO:HOM0000020,Xenbase:XB-GENE-954519,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
ClinVarVariant:94589,GENO:0000840,MONDO:0010679,"https://www.ncbi.nlm.nih.gov/pubmed/16834926,19001018",This edge comes from the Monarch Knowledge Graph 2019.,NA,pathogenic_for_condition,NA,http://purl.obolibrary.org/obo/GENO_0000840
ENSEMBL:ENSECAG00000026836,RO:HOM0000017,ZFIN:ZDB-GENE-070202-9,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000017
ENSEMBL:ENSCAFG00000013062,RO:HOM0000020,ENSEMBL:ENSFCAG00000008372,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
HGNC:10541,RO:0002200,HP:0000219,https://www.ncbi.nlm.nih.gov/pubmed/28942966,This edge comes from the Monarch Knowledge Graph 2019.,NA,has phenotype,NA,http://purl.obolibrary.org/obo/RO_0002200
ENSEMBL:ENSCAFG00000001097,RO:HOM0000020,ENSEMBL:ENSOANG00000008103,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
ENSEMBL:ENSMODG00000047823,RO:HOM0000017,WormBase:WBGene00004830,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000017
MGI:99677,RO:0002200,HP:0001974,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,has phenotype,NA,http://purl.obolibrary.org/obo/RO_0002200
ENSEMBL:ENSMMUG00000006421,RO:HOM0000020,ENSEMBL:ENSECAG00000025044,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
ENSEMBL:ENSPTRG00000022100,RO:HOM0000020,Xenbase:XB-GENE-994502,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
FlyBase:FBgn0012051,RO:HOM0000017,HGNC:1478,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000017
WormBase:WBGene00001131,RO:HOM0000020,ENSEMBL:ENSPTRG00000043275,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
ENSEMBL:ENSGALG00000006757,RO:HOM0000020,RGD:620093,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
ENSEMBL:ENSBTAG00000001654,RO:HOM0000020,ENSEMBL:ENSECAG00000003760,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
MGI:1341110,RO:HOM0000020,ZFIN:ZDB-GENE-070912-197,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
WormBase:WBGene00000419,RO:0002200,WBPhenotype:0001180,http://www.wormbase.org/resources/paper/WBPaper00044144,This edge comes from the Monarch Knowledge Graph 2019.,NA,has phenotype,NA,http://purl.obolibrary.org/obo/RO_0002200
EnsemblGenome:AT1G55350,RO:HOM0000017,ZFIN:ZDB-GENE-110411-137,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000017
MGI:3784305,RO:0003301,MONDO:0010679,https://www.ncbi.nlm.nih.gov/pubmed/9874799,This edge comes from the Monarch Knowledge Graph 2019.,NA,has role in modeling,NA,http://purl.obolibrary.org/obo/RO_0003301
MGI:88263,RO:0002200,HP:0011869,"https://www.ncbi.nlm.nih.gov/pubmed/11238954,22665935",This edge comes from the Monarch Knowledge Graph 2019.,NA,has phenotype,NA,http://purl.obolibrary.org/obo/RO_0002200
MGI:99923,RO:0002200,MP:0001731,https://www.ncbi.nlm.nih.gov/pubmed/15194823,This edge comes from the Monarch Knowledge Graph 2019.,NA,has phenotype,NA,http://purl.obolibrary.org/obo/RO_0002200
dictyBase:DDB_G0281545,RO:HOM0000017,ZFIN:ZDB-GENE-041014-154,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000017
HGNC:1485,RO:HOM0000020,MGI:2181366,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
ENSEMBL:ENSPTRG00000048164,RO:HOM0000017,ZFIN:ZDB-GENE-050417-341,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000017
ENSEMBL:ENSFCAG00000011488,RO:HOM0000020,ENSEMBL:ENSECAG00000015766,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
HGNC:1397,RO:0002200,HP:0008256,http://purl.obolibrary.org/obo/MONDO_0008223,This edge comes from the Monarch Knowledge Graph 2019.,NA,has phenotype,NA,http://purl.obolibrary.org/obo/RO_0002200
ClinVarVariant:803873,GENO:0000418,HGNC:2928,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,has_affected_feature,NA,http://purl.obolibrary.org/obo/GENO_0000418
WormBase:WBGene00004830,RO:HOM0000020,ENSEMBL:ENSFCAG00000007701,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
dictyBase:DDB_G0269200,RO:HOM0000017,RGD:2267,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000017
MGI:1859639,RO:0002200,MP:0006072,https://www.ncbi.nlm.nih.gov/pubmed/24466230,This edge comes from the Monarch Knowledge Graph 2019.,NA,has phenotype,NA,http://purl.obolibrary.org/obo/RO_0002200
ZFIN:ZDB-GENE-060110-3,RO:HOM0000020,ENSEMBL:ENSGALG00000008544,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
MGI:1891731,RO:0002200,MP:0000876,https://www.ncbi.nlm.nih.gov/pubmed/24113144,This edge comes from the Monarch Knowledge Graph 2019.,NA,has phenotype,NA,http://purl.obolibrary.org/obo/RO_0002200
MGI:3621491,RO:0002200,MP:0008705,https://www.ncbi.nlm.nih.gov/pubmed/19451692,This edge comes from the Monarch Knowledge Graph 2019.,NA,has phenotype,NA,http://purl.obolibrary.org/obo/RO_0002200
RGD:620455,RO:HOM0000017,MGI:1329010,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000017
ENSEMBL:ENSECAG00000022054,RO:HOM0000020,ENSEMBL:ENSBTAG00000008714,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
HGNC:10541,RO:HOM0000020,ENSEMBL:ENSOANG00000004992,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
ClinVarVariant:217205,GENO:0000840,MONDO:0010679,https://www.ncbi.nlm.nih.gov/pubmed/11524473,This edge comes from the Monarch Knowledge Graph 2019.,NA,pathogenic_for_condition,NA,http://purl.obolibrary.org/obo/GENO_0000840
HGNC:1397,RO:HOM0000017,ZFIN:ZDB-GENE-051227-1,"http://zfin.org/ZDB-PUB-030905-1|https://www.ncbi.nlm.nih.gov/pubmed/25601102,30638110,25630924",This edge comes from the Monarch Knowledge Graph 2019.,NA,in orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000017
MGI:5688354,RO:0002200,MP:0010239,https://www.ncbi.nlm.nih.gov/pubmed/20304955,This edge comes from the Monarch Knowledge Graph 2019.,NA,has phenotype,NA,http://purl.obolibrary.org/obo/RO_0002200
ENSEMBL:ENSACAG00000005674,RO:HOM0000020,ENSEMBL:ENSSSCG00000006344,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
MGI:1891731,RO:0002200,MP:0003644,https://www.ncbi.nlm.nih.gov/pubmed/14532117,This edge comes from the Monarch Knowledge Graph 2019.,NA,has phenotype,NA,http://purl.obolibrary.org/obo/RO_0002200
HGNC:14686,RO:0002200,HP:0001250,http://purl.obolibrary.org/obo/MONDO_0008947|https://www.ncbi.nlm.nih.gov/pubmed/32142645,This edge comes from the Monarch Knowledge Graph 2019.,NA,has phenotype,NA,http://purl.obolibrary.org/obo/RO_0002200
ENSEMBL:ENSACAG00000001940,RO:HOM0000020,RGD:1311434,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
ClinVarVariant:660685,GENO:0000418,HGNC:2928,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,has_affected_feature,NA,http://purl.obolibrary.org/obo/GENO_0000418
ENSEMBL:ENSMODG00000013408,RO:HOM0000017,FlyBase:FBgn0027537,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000017
HGNC:16663,RO:HOM0000017,ZFIN:ZDB-GENE-050419-245,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000017
MGI:101781,RO:HOM0000020,ENSEMBL:ENSOANG00000037104,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
dbSNP:rs17567824,GENO:0000418,HGNC:232,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,has_affected_feature,NA,http://purl.obolibrary.org/obo/GENO_0000418
HGNC:1393,RO:0002200,HP:0001939,http://purl.obolibrary.org/obo/MONDO_0010371,This edge comes from the Monarch Knowledge Graph 2019.,NA,has phenotype,NA,http://purl.obolibrary.org/obo/RO_0002200
ENSEMBL:ENSBTAG00000000512,RO:HOM0000020,Xenbase:XB-GENE-962569,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
Xenbase:XB-GENE-22164412,RO:HOM0000020,MGI:2181366,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
ZFIN:ZDB-FISH-150901-14025,RO:0002200,ZP:0019065,https://www.ncbi.nlm.nih.gov/pubmed/21402949,This edge comes from the Monarch Knowledge Graph 2019.,NA,has phenotype,NA,http://purl.obolibrary.org/obo/RO_0002200
ZFIN:ZDB-GENE-091113-22,RO:HOM0000017,ENSEMBL:ENSPTRG00000003869,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000017
ENSEMBL:ENSGALG00000042259,RO:HOM0000017,SGD:S000004414,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000017
WormBase:WBGene00005024,RO:HOM0000017,dictyBase:DDB_G0269558,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000017
MGI:3621491,RO:0002200,HP:0001251,https://www.ncbi.nlm.nih.gov/pubmed/16540561,This edge comes from the Monarch Knowledge Graph 2019.,NA,has phenotype,NA,http://purl.obolibrary.org/obo/RO_0002200
dbSNP:rs72680082,RO:0003304,MONDO:0010679,https://www.ncbi.nlm.nih.gov/pubmed/30014611,This edge comes from the Monarch Knowledge Graph 2019.,NA,contributes to condition,NA,http://purl.obolibrary.org/obo/RO_0003304
WormBase:WBGene00000542,RO:HOM0000017,RGD:70965,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000017
ClinVarVariant:455929,GENO:0000840,MONDO:0010679,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,pathogenic_for_condition,NA,http://purl.obolibrary.org/obo/GENO_0000840
MGI:1918346,RO:HOM0000020,Xenbase:XB-GENE-1011498,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
ENSEMBL:ENSSSCG00000036418,RO:HOM0000020,HGNC:11068,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
MGI:1341110,RO:0002200,HP:0012379,https://www.ncbi.nlm.nih.gov/pubmed/10864938,This edge comes from the Monarch Knowledge Graph 2019.,NA,has phenotype,NA,http://purl.obolibrary.org/obo/RO_0002200
WormBase:WBGene00003799,RO:HOM0000020,ENSEMBL:ENSACAG00000007566,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
HGNC:34351,RO:HOM0000017,ZFIN:ZDB-GENE-100824-1,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000017
WormBase:WBGene00001187,RO:HOM0000017,Xenbase:XB-GENE-991126,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000017
HGNC:2512,RO:0002434,HGNC:2928,"https://www.ncbi.nlm.nih.gov/pubmed/25416956,32296183,28514442",This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
ZFIN:ZDB-GENE-020129-1,RO:0002200,ZP:0002175,https://www.ncbi.nlm.nih.gov/pubmed/9007248,This edge comes from the Monarch Knowledge Graph 2019.,NA,has phenotype,NA,http://purl.obolibrary.org/obo/RO_0002200
ZFIN:ZDB-GENE-041001-149,RO:HOM0000017,ENSEMBL:ENSPTRG00000034200,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000017
ENSEMBL:ENSSSCG00000001698,RO:HOM0000020,ENSEMBL:ENSFCAG00000009759,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
dbSNP:rs1078793,RO:0003304,MONDO:0010679,https://www.ncbi.nlm.nih.gov/pubmed/30014611,This edge comes from the Monarch Knowledge Graph 2019.,NA,contributes to condition,NA,http://purl.obolibrary.org/obo/RO_0003304
ENSEMBL:ENSGALG00000009069,RO:HOM0000017,ENSEMBL:ENSOANG00000008244,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000017
WormBase:WBGene00006062,RO:0002434,WormBase:WBGene00000832,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
MGI:2176891,NA,MGI:94909,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,NA,NA,NA
ENSEMBL:ENSMMUG00000019009,RO:HOM0000020,ENSEMBL:ENSCAFG00000005839,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
ZFIN:ZDB-GENE-050419-245,RO:HOM0000017,ENSEMBL:ENSGALG00000009069,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000017
ENSEMBL:ENSOANG00000043468,RO:HOM0000020,MGI:2385803,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
ENSEMBL:ENSPTRG00000017260,RO:HOM0000020,ENSEMBL:ENSGALG00000006341,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
ENSEMBL:ENSGALG00000015746,RO:HOM0000020,HGNC:14686,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
ENSEMBL:ENSGALG00000009382,RO:HOM0000020,ENSEMBL:ENSACAG00000002512,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
ZFIN:ZDB-GENE-080108-5,RO:HOM0000020,RGD:1566072,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
ENSEMBL:ENSOANG00000004594,RO:HOM0000017,FlyBase:FBgn0001991,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000017
ClinVarVariant:803911,GENO:0000418,HGNC:2928,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,has_affected_feature,NA,http://purl.obolibrary.org/obo/GENO_0000418
Xenbase:XB-GENE-5870147,RO:HOM0000020,ENSEMBL:ENSOANG00000008788,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
RGD:1562682,RO:HOM0000020,ENSEMBL:ENSECAG00000024027,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
ClinVarVariant:409937,GENO:0000840,MONDO:0010679,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,pathogenic_for_condition,NA,http://purl.obolibrary.org/obo/GENO_0000840
FlyBase:FBgn0261555,RO:HOM0000020,ENSEMBL:ENSMODG00000001013,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
ENSEMBL:ENSECAG00000016391,RO:HOM0000020,MGI:1859639,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
ENSEMBL:ENSCAFG00000005839,RO:HOM0000020,NCBIGene:571757,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
HGNC:15516,RO:HOM0000020,ENSEMBL:ENSBTAG00000005523,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in 1 to 1 orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000020
ENSEMBL:ENSECAG00000018301,RO:HOM0000017,Xenbase:XB-GENE-18006552,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000017
ENSEMBL:ENSMODG00000000170,RO:HOM0000017,FlyBase:FBgn0001991,NA,This edge comes from the Monarch Knowledge Graph 2019.,NA,in orthology relationship with,NA,http://purl.obolibrary.org/obo/RO_HOM0000017
